position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1703,b/b,336,336,1,9.3626983965543e-05,9.3626983965543e-05,0.999906373016034,0.999906373016034,,10,1,1
2889,b/b,165,165,1,4.59775367687935e-05,4.59775367687935e-05,0.999954022463231,0.999954022463231,SP_0003,10,1,1
3159,-/-,975,975,1,0.00027168544454287,0.00027168544454287,0.999728314555457,0.999728314555457,,10,1,1
3212,b/b,788,788,1,0.000219577569538238,0.000219577569538238,0.999780422430462,0.999780422430462,SP_0004,10,1,1
4315,b/b,621,621,1,0.000173042729293459,0.000173042729293459,0.999826957270707,0.999826957270707,,10,1,1
6075,b/b,2211,2211,1,0.000616098992701832,0.000616098992701832,0.999383901007298,0.999383901007298,SP_0006,10,1,1
6444,b/b,942,942,1,0.000262489937189112,0.000262489937189112,0.999737510062811,0.999737510062811,SP_0006,10,1,1
6467,b/b,35,35,1,9.75281082974407e-06,9.75281082974407e-06,0.99999024718917,0.99999024718917,SP_0006,10,1,1
6982,b/b,136,136,1,3.78966363670055e-05,3.78966363670055e-05,0.999962103363633,0.999962103363633,SP_0006,10,1,1
7167,b/b,1667,1667,1,0.00046451244723381,0.00046451244723381,0.999535487552766,0.999535487552766,SP_0006,10,1,1
7289,-/-,7,7,1,1.95056216594881e-06,1.95056216594881e-06,0.999998049437834,0.999998049437834,SP_0006,10,1,1
8026,b/b,1488,1488,1,0.000414633786133119,0.000414633786133119,0.999585366213867,0.999585366213867,SP_0006,10,1,1
8147,-/-,16,16,1,4.458427807883e-06,4.458427807883e-06,0.999995541572192,0.999995541572192,,10,1,1
8479,b/b,459,459,1,0.000127901147738644,0.000127901147738644,0.999872098852261,0.999872098852261,,10,1,1
8537,-/-,529,529,1,0.000147406769398132,0.000147406769398132,0.999852593230602,0.999852593230602,SP_0007,10,1,1
8612,b/b,918,918,1,0.000255802295477287,0.000255802295477287,0.999744197704523,0.999744197704523,SP_0007,10,1,1
9118,b/b,286,286,1,7.96943970659087e-05,7.96943970659087e-05,0.999920305602934,0.999920305602934,,10,1,1
9635,b/b,30,30,1,8.35955213978063e-06,8.35955213978063e-06,0.99999164044786,0.99999164044786,SP_0010,10,1,1
12119,b/b,754,754,1,0.000210103410446486,0.000210103410446486,0.999789896589554,0.999789896589554,SP_0012,10,1,1
12247,+/+,1,1,1,2.78651737992688e-07,2.78651737992688e-07,0.999999721348262,0.999999721348262,SP_0012,10,1,1
