position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
44,-/-,38,38,1,8.83380725934384e-06,8.83380725934384e-06,0.999991166192741,0.999991166192741,,10,1,1
1703,b/b,55,55,1,1.27857736648398e-05,1.27857736648398e-05,0.999987214226335,0.999987214226335,,10,1,1
2889,b/b,46,46,1,1.06935561560478e-05,1.06935561560478e-05,0.999989306443844,0.999989306443844,SP_0003,10,1,1
3159,-/-,681,681,1,0.000158311124831925,0.000158311124831925,0.999841688875168,0.999841688875168,,10,1,1
3212,b/b,1054,1054,1,0.000245021917140748,0.000245021917140748,0.999754978082859,0.999754978082859,SP_0004,10,1,1
4315,b/b,8,8,1,1.85974889670397e-06,1.85974889670397e-06,0.999998140251103,0.999998140251103,,10,1,1
5103,+/+,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,SP_0006,10,1,1
6075,b/b,2970,2970,1,0.000690431777901348,0.000690431777901348,0.999309568222099,0.999309568222099,SP_0006,10,1,1
6444,b/b,376,376,1,8.74081981450865e-05,8.74081981450865e-05,0.999912591801855,0.999912591801855,SP_0006,10,1,1
6467,b/b,109,109,1,2.53390787175915e-05,2.53390787175915e-05,0.999974660921282,0.999974660921282,SP_0006,10,1,1
6982,b/b,63,63,1,1.46455225615437e-05,1.46455225615437e-05,0.999985354477438,0.999985354477438,SP_0006,10,1,1
7166,-/-,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,SP_0006,10,1,1
7167,b/b,2566,2566,1,0.000596514458617797,0.000596514458617797,0.999403485541382,0.999403485541382,SP_0006,10,1,1
8026,+/+,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,SP_0006,10,1,1
8147,b/b,268,268,1,6.23015880395829e-05,6.23015880395829e-05,0.99993769841196,0.99993769841196,,10,1,1
8479,-/-,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,,10,1,1
8537,b/b,800,800,1,0.000185974889670397,0.000185974889670397,0.99981402511033,0.99981402511033,SP_0007,10,1,1
8612,b/b,1041,1041,1,0.000241999825183604,0.000241999825183604,0.999758000174816,0.999758000174816,SP_0007,10,1,1
9118,b/b,403,403,1,9.36848506714623e-05,9.36848506714623e-05,0.999906315149328,0.999906315149328,,10,1,1
10095,+/+,6,6,1,1.39481167252798e-06,1.39481167252798e-06,0.999998605188328,0.999998605188328,SP_0010,10,1,1
12118,-/-,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,SP_0012,10,1,1
12119,b/b,828,828,1,0.000192484010808861,0.000192484010808861,0.999807515989191,0.999807515989191,SP_0012,10,1,1
12247,+/+,4,4,1,9.29874448351984e-07,9.29874448351984e-07,0.999999070125552,0.999999070125552,SP_0012,10,1,1
12248,b/b,9087,9087,1,0.00211244227804362,0.00211244227804362,0.997887557721956,0.997887557721956,SP_0012,10,1,1
12784,b/b,271,271,1,6.29989938758469e-05,6.29989938758469e-05,0.999937001006124,0.999937001006124,SP_0013,10,1,1
21333,b/b,66,66,1,1.53429283978077e-05,1.53429283978077e-05,0.999984657071602,0.999984657071602,SP_0017,10,1,1
21591,-/-,42,42,1,9.76368170769583e-06,9.76368170769583e-06,0.999990236318292,0.999990236318292,SP_0017,10,1,1
24093,-/-,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,,10,1,1
24234,-/-,362,362,1,8.41536375758545e-05,8.41536375758545e-05,0.999915846362424,0.999915846362424,,10,1,1
25155,b/b,3,3,1,6.97405836263988e-07,6.97405836263988e-07,0.999999302594164,0.999999302594164,SP_0021,10,1,1
25343,b/b,303,303,1,7.04379894626628e-05,7.04379894626628e-05,0.999929562010537,0.999929562010537,SP_0021,10,1,1
25664,b/b,2455,2455,1,0.00057071044267603,0.00057071044267603,0.999429289557324,0.999429289557324,SP_0022,10,1,1
25761,b/b,20,20,1,4.64937224175992e-06,4.64937224175992e-06,0.999995350627758,0.999995350627758,SP_0022,10,1,1
25809,b/b,43,43,1,9.99615031978382e-06,9.99615031978382e-06,0.99999000384968,0.99999000384968,SP_0022,10,1,1
26938,b/b,1209,1209,1,0.000281054552014387,0.000281054552014387,0.999718945447986,0.999718945447986,SP_0023,10,1,1
27210,b/b,144,144,1,3.34754801406714e-05,3.34754801406714e-05,0.999966524519859,0.999966524519859,,10,1,1
27942,-/-,5,5,1,1.16234306043998e-06,1.16234306043998e-06,0.99999883765694,0.99999883765694,SP_0025,10,1,1
28374,b/b,1380,1380,1,0.000320806684681434,0.000320806684681434,0.999679193315319,0.999679193315319,SP_0026,10,1,1
28807,b/b,353,353,1,8.20614200670625e-05,8.20614200670625e-05,0.999917938579933,0.999917938579933,,10,1,1
28839,b/b,22,22,1,5.11430946593591e-06,5.11430946593591e-06,0.999994885690534,0.999994885690534,,10,1,1
29909,b/b,77,77,1,1.79000831307757e-05,1.79000831307757e-05,0.999982099916869,0.999982099916869,,10,1,1
31129,+/+,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,SP_0031,10,1,1
31380,-/-,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,,10,1,1
31385,b/b,4,4,1,9.29874448351984e-07,9.29874448351984e-07,0.999999070125552,0.999999070125552,,10,1,1
31399,b/b,14,14,1,3.25456056923194e-06,3.25456056923194e-06,0.999996745439431,0.999996745439431,,10,1,1
33295,-/-,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,SP_0032,10,1,1
34395,b/b,692,692,1,0.000160868279564893,0.000160868279564893,0.999839131720435,0.999839131720435,SP_0033,10,1,1
36071,+/+,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,,10,1,1
36381,b/b,13,13,1,3.02209195714395e-06,3.02209195714395e-06,0.999996977908043,0.999996977908043,SP_0035,10,1,1
37070,b/b,269,269,1,6.25340566516709e-05,6.25340566516709e-05,0.999937465943348,0.999937465943348,SP_0035,10,1,1
40290,+/+,1,1,1,2.32468612087996e-07,2.32468612087996e-07,0.999999767531388,0.999999767531388,,10,1,1
40312,b/b,1887,1887,1,0.000438668271010048,0.000438668271010048,0.99956133172899,0.99956133172899,,10,1,1
40326,-/-,4,4,1,9.29874448351984e-07,9.29874448351984e-07,0.999999070125552,0.999999070125552,,10,1,1
