position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
44,b/b,37,37,1,5.9210421034102e-06,5.9210421034102e-06,0.999994078957897,0.999994078957897,,10,1,1
1703,b/b,582,582,1,9.31363920049929e-05,9.31363920049929e-05,0.999906863607995,0.999906863607995,,10,1,1
2889,b/b,391,391,1,6.25710124981997e-05,6.25710124981997e-05,0.999937428987502,0.999937428987502,SP_0003,10,1,1
3159,-/-,3545,3545,1,0.00056729984477268,0.00056729984477268,0.999432700155227,0.999432700155227,,10,1,1
4315,b/b,17,17,1,2.72047880426955e-06,2.72047880426955e-06,0.999997279521196,0.999997279521196,,10,1,1
5103,+/+,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0006,10,1,1
6075,b/b,1464,1464,1,0.000234281233497095,0.000234281233497095,0.999765718766503,0.999765718766503,SP_0006,10,1,1
6444,b/b,19,19,1,3.04053513418362e-06,3.04053513418362e-06,0.999996959464866,0.999996959464866,SP_0006,10,1,1
7167,b/b,8506,8506,1,0.00136119957112452,0.00136119957112452,0.998638800428875,0.998638800428875,SP_0006,10,1,1
8026,b/b,45,45,1,7.20126742306646e-06,7.20126742306646e-06,0.999992798732577,0.999992798732577,SP_0006,10,1,1
8147,b/b,351,351,1,5.61698858999184e-05,5.61698858999184e-05,0.9999438301141,0.9999438301141,,10,1,1
8510,+/+,4,4,1,6.4011265982813e-07,6.4011265982813e-07,0.99999935988734,0.99999935988734,,10,1,1
8537,-/-,989,989,1,0.000158267855142505,0.000158267855142505,0.999841732144857,0.999841732144857,SP_0007,10,1,1
8611,+/+,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0007,10,1,1
8612,b/b,1958,1958,1,0.00031333514698587,0.00031333514698587,0.999686664853014,0.999686664853014,SP_0007,10,1,1
10242,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0010,10,1,1
10497,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,,10,1,1
12119,b/b,33,33,1,5.28092944358207e-06,5.28092944358207e-06,0.999994719070556,0.999994719070556,SP_0012,10,1,1
12247,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0012,10,1,1
12248,b/b,11541,11541,1,0.00184688505176911,0.00184688505176911,0.998153114948231,0.998153114948231,SP_0012,10,1,1
12249,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0012,10,1,1
12784,b/b,353,353,1,5.64899422298325e-05,5.64899422298325e-05,0.99994351005777,0.99994351005777,SP_0013,10,1,1
21591,-/-,9,9,1,1.44025348461329e-06,1.44025348461329e-06,0.999998559746515,0.999998559746515,SP_0017,10,1,1
22625,+/+,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,,10,1,1
24155,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,,10,1,1
24156,b/b,1779,1779,1,0.000284690105458561,0.000284690105458561,0.999715309894541,0.999715309894541,,10,1,1
24764,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,,10,1,1
25155,b/b,2495,2495,1,0.000399270271567796,0.000399270271567796,0.999600729728432,0.999600729728432,SP_0021,10,1,1
25342,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0021,10,1,1
25343,b/b,2372,2372,1,0.000379586807278081,0.000379586807278081,0.999620413192722,0.999620413192722,SP_0021,10,1,1
25664,b/b,4825,4825,1,0.000772135895917681,0.000772135895917681,0.999227864104082,0.999227864104082,SP_0022,10,1,1
25761,b/b,2312,2312,1,0.000369985117380659,0.000369985117380659,0.999630014882619,0.999630014882619,SP_0022,10,1,1
25809,b/b,37,37,1,5.9210421034102e-06,5.9210421034102e-06,0.999994078957897,0.999994078957897,SP_0022,10,1,1
26938,b/b,185,185,1,2.9605210517051e-05,2.9605210517051e-05,0.999970394789483,0.999970394789483,SP_0023,10,1,1
26956,-/-,2,2,1,3.20056329914065e-07,3.20056329914065e-07,0.99999967994367,0.99999967994367,SP_0023,10,1,1
27210,b/b,330,330,1,5.28092944358207e-05,5.28092944358207e-05,0.999947190705564,0.999947190705564,,10,1,1
27942,b/b,1538,1538,1,0.000246123317703916,0.000246123317703916,0.999753876682296,0.999753876682296,SP_0025,10,1,1
28173,b/b,1870,1870,1,0.000299252668469651,0.000299252668469651,0.99970074733153,0.99970074733153,SP_0026,10,1,1
28374,b/b,86,86,1,1.37624221863048e-05,1.37624221863048e-05,0.999986237577814,0.999986237577814,SP_0026,10,1,1
28807,b/b,1001,1001,1,0.000160188193121989,0.000160188193121989,0.999839811806878,0.999839811806878,,10,1,1
28839,b/b,365,365,1,5.84102802093168e-05,5.84102802093168e-05,0.999941589719791,0.999941589719791,,10,1,1
29082,+/+,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0027,10,1,1
29909,b/b,301,301,1,4.81684776520668e-05,4.81684776520668e-05,0.999951831522348,0.999951831522348,,10,1,1
31129,b/b,10,10,1,1.60028164957032e-06,1.60028164957032e-06,0.99999839971835,0.99999839971835,SP_0031,10,1,1
31185,-/-,8,8,1,1.28022531965626e-06,1.28022531965626e-06,0.99999871977468,0.99999871977468,SP_0031,10,1,1
31385,b/b,33,33,1,5.28092944358207e-06,5.28092944358207e-06,0.999994719070556,0.999994719070556,,10,1,1
31399,b/b,15,15,1,2.40042247435549e-06,2.40042247435549e-06,0.999997599577526,0.999997599577526,,10,1,1
34395,b/b,795,795,1,0.000127222391140841,0.000127222391140841,0.999872777608859,0.999872777608859,SP_0033,10,1,1
36381,b/b,1376,1376,1,0.000220198754980877,0.000220198754980877,0.999779801245019,0.999779801245019,SP_0035,10,1,1
37070,b/b,397,397,1,6.35311814879419e-05,6.35311814879419e-05,0.999936468818512,0.999936468818512,SP_0035,10,1,1
37071,+/+,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0035,10,1,1
40290,b/b,30,30,1,4.80084494871097e-06,4.80084494871097e-06,0.999995199155051,0.999995199155051,,10,1,1
40312,b/b,6609,6609,1,0.00105762614220103,0.00105762614220103,0.998942373857799,0.998942373857799,,10,1,1
40414,b/b,2560,2560,1,0.000409672102290003,0.000409672102290003,0.99959032789771,0.99959032789771,,10,1,1
41496,b/b,64,64,1,1.02418025572501e-05,1.02418025572501e-05,0.999989758197443,0.999989758197443,SP_0042,10,1,1
41630,b/b,710,710,1,0.000113619997119493,0.000113619997119493,0.999886380002881,0.999886380002881,SP_0042,10,1,1
43571,b/b,359,359,1,5.74501112195746e-05,5.74501112195746e-05,0.99994254988878,0.99994254988878,SP_0043,10,1,1
43874,-/-,9,9,1,1.44025348461329e-06,1.44025348461329e-06,0.999998559746515,0.999998559746515,SP_0043,10,1,1
44537,-/-,1,1,1,1.60028164957032e-07,1.60028164957032e-07,0.999999839971835,0.999999839971835,SP_0044,10,1,1
44538,b/b,2846,2846,1,0.000455440157467714,0.000455440157467714,0.999544559842532,0.999544559842532,SP_0044,10,1,1
45024,b/b,59,59,1,9.44166173246491e-06,9.44166173246491e-06,0.999990558338268,0.999990558338268,SP_0044,10,1,1
45530,+/+,5,5,1,8.00140824785162e-07,8.00140824785162e-07,0.999999199859175,0.999999199859175,SP_0045,10,1,1
45532,+/+,10,10,1,1.60028164957032e-06,1.60028164957032e-06,0.99999839971835,0.99999839971835,SP_0045,10,1,1
46368,b/b,1713,1713,1,0.000274128246571397,0.000274128246571397,0.999725871753429,0.999725871753429,SP_0045,10,1,1
46422,b/b,24,24,1,3.84067595896878e-06,3.84067595896878e-06,0.999996159324041,0.999996159324041,SP_0045,10,1,1
46633,b/b,205,205,1,3.28057738161916e-05,3.28057738161916e-05,0.999967194226184,0.999967194226184,SP_0045,10,1,1
46652,+/+,16,16,1,2.56045063931252e-06,2.56045063931252e-06,0.999997439549361,0.999997439549361,SP_0045,10,1,1
48095,b/b,99,99,1,1.58427883307462e-05,1.58427883307462e-05,0.999984157211669,0.999984157211669,SP_0045,10,1,1
48284,b/b,1535,1535,1,0.000245643233209045,0.000245643233209045,0.999754356766791,0.999754356766791,SP_0045,10,1,1
48501,b/b,221,221,1,3.53662244555042e-05,3.53662244555042e-05,0.999964633775544,0.999964633775544,SP_0045,10,1,1
48708,b/b,1733,1733,1,0.000277328809870537,0.000277328809870537,0.999722671190129,0.999722671190129,SP_0045,10,1,1
49048,b/b,2,2,1,3.20056329914065e-07,3.20056329914065e-07,0.99999967994367,0.99999967994367,,10,1,1
49739,b/b,5098,5098,1,0.000815823584950951,0.000815823584950951,0.999184176415049,0.999184176415049,SP_0046,10,1,1
49943,-/-,1091,1091,1,0.000174590727968122,0.000174590727968122,0.999825409272032,0.999825409272032,SP_0046,10,1,1
49986,b/b,751,751,1,0.000120181151882731,0.000120181151882731,0.999879818848117,0.999879818848117,SP_0046,10,1,1
50400,b/b,25,25,1,4.00070412392581e-06,4.00070412392581e-06,0.999995999295876,0.999995999295876,SP_0046,10,1,1
50837,-/-,3,3,1,4.80084494871097e-07,4.80084494871097e-07,0.999999519915505,0.999999519915505,,10,1,1
51049,b/b,870,870,1,0.000139224503512618,0.000139224503512618,0.999860775496487,0.999860775496487,SP_0047,10,1,1
51087,+/+,2,2,1,3.20056329914065e-07,3.20056329914065e-07,0.99999967994367,0.99999967994367,SP_0047,10,1,1
