position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1703,b/b,828,828,1,0.000130371999495517,0.000130371999495517,0.999869628000504,0.999869628000504,,10,1,1
1844,+/+,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,SP_0002,10,1,1
2184,+/+,2,2,1,3.14908211341829e-07,3.14908211341829e-07,0.999999685091789,0.999999685091789,SP_0002,10,1,1
2889,b/b,260,260,1,4.09380674744377e-05,4.09380674744377e-05,0.999959061932526,0.999959061932526,SP_0003,10,1,1
3159,-/-,4001,4001,1,0.000629973876789328,0.000629973876789328,0.999370026123211,0.999370026123211,,10,1,1
3212,-/-,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,SP_0004,10,1,1
4315,+/+,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,,10,1,1
5103,+/+,8,8,1,1.25963284536731e-06,1.25963284536731e-06,0.999998740367155,0.999998740367155,SP_0006,10,1,1
6075,b/b,1918,1918,1,0.000301996974676814,0.000301996974676814,0.999698003025323,0.999698003025323,SP_0006,10,1,1
6443,-/-,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,SP_0006,10,1,1
6444,b/b,1842,1842,1,0.000290030462645824,0.000290030462645824,0.999709969537354,0.999709969537354,SP_0006,10,1,1
6467,b/b,59,59,1,9.28979223458394e-06,9.28979223458394e-06,0.999990710207765,0.999990710207765,SP_0006,10,1,1
6982,b/b,117,117,1,1.8422130363497e-05,1.8422130363497e-05,0.999981577869636,0.999981577869636,SP_0006,10,1,1
7167,b/b,6265,6265,1,0.000986449972028278,0.000986449972028278,0.999013550027972,0.999013550027972,SP_0006,10,1,1
8026,b/b,2716,2716,1,0.000427645351002203,0.000427645351002203,0.999572354648998,0.999572354648998,SP_0006,10,1,1
8479,b/b,651,651,1,0.000102502622791765,0.000102502622791765,0.999897497377208,0.999897497377208,,10,1,1
8537,b/b,918,918,1,0.000144542869005899,0.000144542869005899,0.999855457130994,0.999855457130994,SP_0007,10,1,1
8612,b/b,2082,2082,1,0.000327819448006844,0.000327819448006844,0.999672180551993,0.999672180551993,SP_0007,10,1,1
9118,b/b,604,604,1,9.51022798252322e-05,9.51022798252322e-05,0.999904897720175,0.999904897720175,,10,1,1
9635,-/-,23,23,1,3.62144443043103e-06,3.62144443043103e-06,0.99999637855557,0.99999637855557,SP_0010,10,1,1
10189,+/+,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,SP_0010,10,1,1
12119,b/b,1665,1665,1,0.000262161085942072,0.000262161085942072,0.999737838914058,0.999737838914058,SP_0012,10,1,1
12120,+/+,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,SP_0012,10,1,1
12247,+/+,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,SP_0012,10,1,1
12248,b/b,11284,11284,1,0.0017767121283906,0.0017767121283906,0.998223287871609,0.998223287871609,SP_0012,10,1,1
12311,-/-,1,1,1,1.57454105670914e-07,1.57454105670914e-07,0.999999842545894,0.999999842545894,,10,1,1
12784,b/b,114,114,1,1.79497680464842e-05,1.79497680464842e-05,0.999982050231954,0.999982050231954,SP_0013,10,1,1
21333,+/+,6,6,1,9.44724634025486e-07,9.44724634025486e-07,0.999999055275366,0.999999055275366,SP_0017,10,1,1
21591,-/-,146,146,1,2.29882994279535e-05,2.29882994279535e-05,0.999977011700572,0.999977011700572,SP_0017,10,1,1
24156,b/b,2581,2581,1,0.00040638904673663,0.00040638904673663,0.999593610953263,0.999593610953263,,10,1,1
