position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1703,b/b,288,288,1,6.33435078842872e-05,6.33435078842872e-05,0.999936656492116,0.999936656492116,,10,1,1
3159,-/-,12,12,1,2.63931282851197e-06,2.63931282851197e-06,0.999997360687171,0.999997360687171,,10,1,1
3212,+/+,6,6,1,1.31965641425598e-06,1.31965641425598e-06,0.999998680343586,0.999998680343586,SP_0004,10,1,1
4419,+/+,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0005,10,1,1
5103,+/+,2,2,1,4.39885471418661e-07,4.39885471418661e-07,0.999999560114529,0.999999560114529,SP_0006,10,1,1
6075,b/b,1580,1580,1,0.000347509522420743,0.000347509522420743,0.999652490477579,0.999652490477579,SP_0006,10,1,1
6443,-/-,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0006,10,1,1
6444,b/b,1632,1632,1,0.000358946544677628,0.000358946544677628,0.999641053455322,0.999641053455322,SP_0006,10,1,1
6467,b/b,71,71,1,1.56159342353625e-05,1.56159342353625e-05,0.999984384065765,0.999984384065765,SP_0006,10,1,1
6982,b/b,80,80,1,1.75954188567465e-05,1.75954188567465e-05,0.999982404581143,0.999982404581143,SP_0006,10,1,1
7167,b/b,3464,3464,1,0.000761881636497122,0.000761881636497122,0.999238118363503,0.999238118363503,SP_0006,10,1,1
8026,b/b,1356,1356,1,0.000298242349621852,0.000298242349621852,0.999701757650378,0.999701757650378,SP_0006,10,1,1
8147,b/b,353,353,1,7.76397857053937e-05,7.76397857053937e-05,0.999922360214295,0.999922360214295,,10,1,1
8479,b/b,20,20,1,4.39885471418661e-06,4.39885471418661e-06,0.999995601145286,0.999995601145286,,10,1,1
8612,b/b,1085,1085,1,0.000238637868244624,0.000238637868244624,0.999761362131755,0.999761362131755,SP_0007,10,1,1
9635,-/-,8,8,1,1.75954188567465e-06,1.75954188567465e-06,0.999998240458114,0.999998240458114,SP_0010,10,1,1
12248,b/b,16055,16055,1,0.0035311806218133,0.0035311806218133,0.996468819378187,0.996468819378187,SP_0012,10,1,1
12784,b/b,93,93,1,2.04546744209678e-05,2.04546744209678e-05,0.999979545325579,0.999979545325579,SP_0013,10,1,1
21591,-/-,12,12,1,2.63931282851197e-06,2.63931282851197e-06,0.999997360687171,0.999997360687171,SP_0017,10,1,1
24234,-/-,671,671,1,0.000147581575660961,0.000147581575660961,0.999852418424339,0.999852418424339,,10,1,1
25155,b/b,2071,2071,1,0.000455501405654024,0.000455501405654024,0.999544498594346,0.999544498594346,SP_0021,10,1,1
25664,b/b,1957,1957,1,0.00043042793378316,0.00043042793378316,0.999569572066217,0.999569572066217,SP_0022,10,1,1
25761,+/+,3,3,1,6.59828207127992e-07,6.59828207127992e-07,0.999999340171793,0.999999340171793,SP_0022,10,1,1
25809,b/b,403,403,1,8.86369224908603e-05,8.86369224908603e-05,0.999911363077509,0.999911363077509,SP_0022,10,1,1
26929,-/-,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0023,10,1,1
26938,b/b,509,509,1,0.000111950852476049,0.000111950852476049,0.999888049147524,0.999888049147524,SP_0023,10,1,1
27210,b/b,181,181,1,3.98096351633889e-05,3.98096351633889e-05,0.999960190364837,0.999960190364837,,10,1,1
27942,b/b,93,93,1,2.04546744209678e-05,2.04546744209678e-05,0.999979545325579,0.999979545325579,SP_0025,10,1,1
28374,+/+,19,19,1,4.17891197847728e-06,4.17891197847728e-06,0.999995821088022,0.999995821088022,SP_0026,10,1,1
28807,b/b,298,298,1,6.55429352413806e-05,6.55429352413806e-05,0.999934457064759,0.999934457064759,,10,1,1
28839,b/b,1669,1669,1,0.000367084425898873,0.000367084425898873,0.999632915574101,0.999632915574101,,10,1,1
29909,+/+,42,42,1,9.23759489979189e-06,9.23759489979189e-06,0.9999907624051,0.9999907624051,,10,1,1
31129,b/b,530,530,1,0.000116569649925945,0.000116569649925945,0.999883430350074,0.999883430350074,SP_0031,10,1,1
31380,b/b,11,11,1,2.41937009280264e-06,2.41937009280264e-06,0.999997580629907,0.999997580629907,,10,1,1
31385,b/b,8,8,1,1.75954188567465e-06,1.75954188567465e-06,0.999998240458114,0.999998240458114,,10,1,1
31394,b/b,2,2,1,4.39885471418661e-07,4.39885471418661e-07,0.999999560114529,0.999999560114529,,10,1,1
31399,b/b,15,15,1,3.29914103563996e-06,3.29914103563996e-06,0.999996700858964,0.999996700858964,,10,1,1
34395,b/b,836,836,1,0.000183872127053,0.000183872127053,0.999816127872947,0.999816127872947,SP_0033,10,1,1
36381,b/b,1281,1281,1,0.000281746644443653,0.000281746644443653,0.999718253355556,0.999718253355556,SP_0035,10,1,1
37070,b/b,259,259,1,5.69651685487167e-05,5.69651685487167e-05,0.999943034831451,0.999943034831451,SP_0035,10,1,1
40290,b/b,460,460,1,0.000101173658426292,0.000101173658426292,0.999898826341574,0.999898826341574,,10,1,1
40312,+/+,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,,10,1,1
40414,b/b,1115,1115,1,0.000245236150315904,0.000245236150315904,0.999754763849684,0.999754763849684,,10,1,1
41496,b/b,342,342,1,7.52204156125911e-05,7.52204156125911e-05,0.999924779584387,0.999924779584387,SP_0042,10,1,1
41573,-/-,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0042,10,1,1
41630,b/b,458,458,1,0.000100733772954873,0.000100733772954873,0.999899266227045,0.999899266227045,SP_0042,10,1,1
42966,b/b,214,214,1,4.70677454417968e-05,4.70677454417968e-05,0.999952932254558,0.999952932254558,,10,1,1
43721,b/b,59,59,1,1.29766214068505e-05,1.29766214068505e-05,0.999987023378593,0.999987023378593,SP_0043,10,1,1
43874,b/b,1322,1322,1,0.000290764296607735,0.000290764296607735,0.999709235703392,0.999709235703392,SP_0043,10,1,1
45024,b/b,376,376,1,8.26984686267083e-05,8.26984686267083e-05,0.999917301531373,0.999917301531373,SP_0044,10,1,1
45294,b/b,879,879,1,0.000193329664688502,0.000193329664688502,0.999806670335311,0.999806670335311,,10,1,1
45530,b/b,42,42,1,9.23759489979189e-06,9.23759489979189e-06,0.9999907624051,0.9999907624051,SP_0045,10,1,1
45532,b/b,1694,1694,1,0.000372582994291606,0.000372582994291606,0.999627417005708,0.999627417005708,SP_0045,10,1,1
46422,b/b,1988,1988,1,0.000437246158590149,0.000437246158590149,0.99956275384141,0.99956275384141,SP_0045,10,1,1
46633,b/b,172,172,1,3.78301505420049e-05,3.78301505420049e-05,0.999962169849458,0.999962169849458,SP_0045,10,1,1
47739,b/b,13,13,1,2.8592555642213e-06,2.8592555642213e-06,0.999997140744436,0.999997140744436,SP_0045,10,1,1
48501,b/b,64,64,1,1.40763350853972e-05,1.40763350853972e-05,0.999985923664915,0.999985923664915,SP_0045,10,1,1
48708,-/-,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0045,10,1,1
48714,b/b,8,8,1,1.75954188567465e-06,1.75954188567465e-06,0.999998240458114,0.999998240458114,SP_0045,10,1,1
49048,b/b,423,423,1,9.30357772050469e-05,9.30357772050469e-05,0.999906964222795,0.999906964222795,,10,1,1
49739,b/b,4715,4715,1,0.00103702999886949,0.00103702999886949,0.998962970001131,0.998962970001131,SP_0046,10,1,1
49943,-/-,427,427,1,9.39155481478842e-05,9.39155481478842e-05,0.999906084451852,0.999906084451852,SP_0046,10,1,1
50400,b/b,1373,1373,1,0.000301981376128911,0.000301981376128911,0.999698018623871,0.999698018623871,SP_0046,10,1,1
50787,b/b,745,745,1,0.000163857338103451,0.000163857338103451,0.999836142661897,0.999836142661897,,10,1,1
50837,b/b,1298,1298,1,0.000285485670950711,0.000285485670950711,0.999714514329049,0.999714514329049,,10,1,1
51049,+/+,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0047,10,1,1
51106,b/b,180,180,1,3.95896924276795e-05,3.95896924276795e-05,0.999960410307572,0.999960410307572,SP_0047,10,1,1
51107,-/-,4,4,1,8.79770942837323e-07,8.79770942837323e-07,0.999999120229057,0.999999120229057,SP_0047,10,1,1
51206,-/-,10,10,1,2.19942735709331e-06,2.19942735709331e-06,0.999997800572643,0.999997800572643,SP_0047,10,1,1
51569,b/b,1053,1053,1,0.000231599700701925,0.000231599700701925,0.999768400299298,0.999768400299298,SP_0047,10,1,1
52320,b/b,1141,1141,1,0.000250954661444346,0.000250954661444346,0.999749045338556,0.999749045338556,SP_0048,10,1,1
52659,b/b,1532,1532,1,0.000336952271106695,0.000336952271106695,0.999663047728893,0.999663047728893,SP_0049,10,1,1
52876,b/b,18,18,1,3.95896924276795e-06,3.95896924276795e-06,0.999996041030757,0.999996041030757,SP_0049,10,1,1
53047,b/b,53,53,1,1.16569649925945e-05,1.16569649925945e-05,0.999988343035007,0.999988343035007,,10,1,1
53068,+/+,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,,10,1,1
53562,b/b,1196,1196,1,0.00026305151190836,0.00026305151190836,0.999736948488092,0.999736948488092,SP_0050,10,1,1
54069,-/-,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,SP_0050,10,1,1
54703,-/-,1,1,1,2.19942735709331e-07,2.19942735709331e-07,0.999999780057264,0.999999780057264,,10,1,1
54827,b/b,1063,1063,1,0.000233799128059019,0.000233799128059019,0.999766200871941,0.999766200871941,SP_0051,10,1,1
54876,b/b,720,720,1,0.000158358769710718,0.000158358769710718,0.999841641230289,0.999841641230289,SP_0051,10,1,1
55927,b/b,1241,1241,1,0.000272948935015279,0.000272948935015279,0.999727051064985,0.999727051064985,,10,1,1
57876,-/-,134,134,1,2.94723265850503e-05,2.94723265850503e-05,0.999970527673415,0.999970527673415,,10,1,1
59545,+/+,14,14,1,3.07919829993063e-06,3.07919829993063e-06,0.9999969208017,0.9999969208017,,10,1,1
59558,b/b,2290,2290,1,0.000503668864774367,0.000503668864774367,0.999496331135226,0.999496331135226,,10,1,1
59566,b/b,996,996,1,0.000219062964766493,0.000219062964766493,0.999780937035234,0.999780937035234,,10,1,1
59877,b/b,23,23,1,5.05868292131461e-06,5.05868292131461e-06,0.999994941317079,0.999994941317079,SP_0057,10,1,1
59929,b/b,601,601,1,0.000132185584161308,0.000132185584161308,0.999867814415839,0.999867814415839,SP_0057,10,1,1
59967,+/+,12,12,1,2.63931282851197e-06,2.63931282851197e-06,0.999997360687171,0.999997360687171,SP_0057,10,1,1
59975,b/b,680,680,1,0.000149561060282345,0.000149561060282345,0.999850438939718,0.999850438939718,SP_0057,10,1,1
60009,b/b,1211,1211,1,0.000266350652943999,0.000266350652943999,0.999733649347056,0.999733649347056,SP_0057,10,1,1
60111,b/b,1042,1042,1,0.000229180330609123,0.000229180330609123,0.999770819669391,0.999770819669391,SP_0057,10,1,1
60251,b/b,3165,3165,1,0.000696118758520032,0.000696118758520032,0.99930388124148,0.99930388124148,SP_0057,10,1,1
60612,b/b,1366,1366,1,0.000300441776978946,0.000300441776978946,0.999699558223021,0.999699558223021,SP_0057,10,1,1
60614,b/b,976,976,1,0.000214664110052307,0.000214664110052307,0.999785335889948,0.999785335889948,SP_0057,10,1,1
60629,b/b,16,16,1,3.51908377134929e-06,3.51908377134929e-06,0.999996480916229,0.999996480916229,SP_0057,10,1,1
60854,b/b,560,560,1,0.000123167931997225,0.000123167931997225,0.999876832068003,0.999876832068003,SP_0057,10,1,1
60901,b/b,1192,1192,1,0.000262171740965522,0.000262171740965522,0.999737828259034,0.999737828259034,SP_0057,10,1,1
