position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
271,+/+,1,1,1,1.97287572086413e-07,1.97287572086413e-07,0.999999802712428,0.999999802712428,SP_0001,10,1,1
1703,b/b,1355,1355,1,0.000267324660177089,0.000267324660177089,0.999732675339823,0.999732675339823,,10,1,1
2889,b/b,508,508,1,0.000100222086619898,0.000100222086619898,0.99989977791338,0.99989977791338,SP_0003,10,1,1
3159,-/-,1145,1145,1,0.000225894270038943,0.000225894270038943,0.999774105729961,0.999774105729961,,10,1,1
3212,b/b,39,39,1,7.6942153113701e-06,7.6942153113701e-06,0.999992305784689,0.999992305784689,SP_0004,10,1,1
4315,b/b,1382,1382,1,0.000272651424623422,0.000272651424623422,0.999727348575377,0.999727348575377,,10,1,1
6074,-/-,2,2,1,3.94575144172825e-07,3.94575144172825e-07,0.999999605424856,0.999999605424856,SP_0006,10,1,1
6075,b/b,3565,3565,1,0.000703330194488061,0.000703330194488061,0.999296669805512,0.999296669805512,SP_0006,10,1,1
6444,b/b,813,813,1,0.000160394796106254,0.000160394796106254,0.999839605203894,0.999839605203894,SP_0006,10,1,1
6467,b/b,53,53,1,1.04562413205799e-05,1.04562413205799e-05,0.999989543758679,0.999989543758679,SP_0006,10,1,1
6924,+/+,2,2,1,3.94575144172825e-07,3.94575144172825e-07,0.999999605424856,0.999999605424856,SP_0006,10,1,1
6982,b/b,391,391,1,7.71394406857874e-05,7.71394406857874e-05,0.999922860559314,0.999922860559314,SP_0006,10,1,1
7167,b/b,5493,5493,1,0.00108370063347067,0.00108370063347067,0.998916299366529,0.998916299366529,SP_0006,10,1,1
8026,b/b,31,31,1,6.11591473467879e-06,6.11591473467879e-06,0.999993884085265,0.999993884085265,SP_0006,10,1,1
8147,b/b,405,405,1,7.99014666949972e-05,7.99014666949972e-05,0.999920098533305,0.999920098533305,,10,1,1
8479,b/b,918,918,1,0.000181109991175327,0.000181109991175327,0.999818890008825,0.999818890008825,,10,1,1
