position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
44,-/-,17,17,1,2.38356061051119e-06,2.38356061051119e-06,0.999997616439389,0.999997616439389,,10,1,1
447,+/+,3,3,1,4.20628343031387e-07,4.20628343031387e-07,0.999999579371657,0.999999579371657,SP_0001,10,1,1
482,+/+,1,1,1,1.40209447677129e-07,1.40209447677129e-07,0.999999859790552,0.999999859790552,SP_0001,10,1,1
2889,b/b,222,222,1,3.11264973843226e-05,3.11264973843226e-05,0.999968873502616,0.999968873502616,SP_0003,10,1,1
3159,-/-,2708,2708,1,0.000379687184309665,0.000379687184309665,0.99962031281569,0.99962031281569,,10,1,1
5103,+/+,2,2,1,2.80418895354258e-07,2.80418895354258e-07,0.999999719581105,0.999999719581105,SP_0006,10,1,1
6075,b/b,1120,1120,1,0.000157034581398385,0.000157034581398385,0.999842965418602,0.999842965418602,SP_0006,10,1,1
6467,b/b,101,101,1,1.416115421539e-05,1.416115421539e-05,0.999985838845785,0.999985838845785,SP_0006,10,1,1
6982,b/b,241,241,1,3.37904768901881e-05,3.37904768901881e-05,0.99996620952311,0.99996620952311,SP_0006,10,1,1
7167,b/b,2941,2941,1,0.000412355985618437,0.000412355985618437,0.999587644014382,0.999587644014382,SP_0006,10,1,1
8026,b/b,2,2,1,2.80418895354258e-07,2.80418895354258e-07,0.999999719581105,0.999999719581105,SP_0006,10,1,1
8537,b/b,1076,1076,1,0.000150865365700591,0.000150865365700591,0.999849134634299,0.999849134634299,SP_0007,10,1,1
9118,b/b,880,880,1,0.000123384313955874,0.000123384313955874,0.999876615686044,0.999876615686044,,10,1,1
9278,-/-,1,1,1,1.40209447677129e-07,1.40209447677129e-07,0.999999859790552,0.999999859790552,SP_0010,10,1,1
9635,b/b,15,15,1,2.10314171515694e-06,2.10314171515694e-06,0.999997896858285,0.999997896858285,SP_0010,10,1,1
9819,-/-,1,1,1,1.40209447677129e-07,1.40209447677129e-07,0.999999859790552,0.999999859790552,SP_0010,10,1,1
10242,-/-,1,1,1,1.40209447677129e-07,1.40209447677129e-07,0.999999859790552,0.999999859790552,SP_0010,10,1,1
12119,b/b,2490,2490,1,0.000349121524716051,0.000349121524716051,0.999650878475284,0.999650878475284,SP_0012,10,1,1
12248,b/b,15557,15557,1,0.0021812383775131,0.0021812383775131,0.997818761622487,0.997818761622487,SP_0012,10,1,1
12784,b/b,182,182,1,2.55181194772375e-05,2.55181194772375e-05,0.999974481880523,0.999974481880523,SP_0013,10,1,1
21333,b/b,677,677,1,9.49217960774164e-05,9.49217960774164e-05,0.999905078203923,0.999905078203923,SP_0017,10,1,1
21591,-/-,144,144,1,2.01901604655066e-05,2.01901604655066e-05,0.999979809839534,0.999979809839534,SP_0017,10,1,1
23904,-/-,2,2,1,2.80418895354258e-07,2.80418895354258e-07,0.999999719581105,0.999999719581105,SP_0019,10,1,1
25155,+/+,5,5,1,7.01047238385645e-07,7.01047238385645e-07,0.999999298952762,0.999999298952762,SP_0021,10,1,1
25343,+/+,5,5,1,7.01047238385645e-07,7.01047238385645e-07,0.999999298952762,0.999999298952762,SP_0021,10,1,1
25664,b/b,88,88,1,1.23384313955874e-05,1.23384313955874e-05,0.999987661568604,0.999987661568604,SP_0022,10,1,1
25761,b/b,2427,2427,1,0.000340288329512392,0.000340288329512392,0.999659711670488,0.999659711670488,SP_0022,10,1,1
25809,b/b,5212,5212,1,0.000730771641293197,0.000730771641293197,0.999269228358707,0.999269228358707,SP_0022,10,1,1
27942,b/b,93,93,1,1.3039478633973e-05,1.3039478633973e-05,0.999986960521366,0.999986960521366,SP_0025,10,1,1
28374,b/b,40,40,1,5.60837790708516e-06,5.60837790708516e-06,0.999994391622093,0.999994391622093,SP_0026,10,1,1
28839,b/b,1934,1934,1,0.000271165071807568,0.000271165071807568,0.999728834928192,0.999728834928192,,10,1,1
29909,b/b,349,349,1,4.8933097239318e-05,4.8933097239318e-05,0.999951066902761,0.999951066902761,,10,1,1
31129,b/b,556,556,1,7.79564529084838e-05,7.79564529084838e-05,0.999922043547091,0.999922043547091,SP_0031,10,1,1
31185,-/-,1,1,1,1.40209447677129e-07,1.40209447677129e-07,0.999999859790552,0.999999859790552,SP_0031,10,1,1
31380,b/b,54,54,1,7.57131017456497e-06,7.57131017456497e-06,0.999992428689825,0.999992428689825,,10,1,1
31385,b/b,11,11,1,1.54230392444842e-06,1.54230392444842e-06,0.999998457696076,0.999998457696076,,10,1,1
31394,b/b,3,3,1,4.20628343031387e-07,4.20628343031387e-07,0.999999579371657,0.999999579371657,,10,1,1
31399,b/b,7,7,1,9.81466133739903e-07,9.81466133739903e-07,0.999999018533866,0.999999018533866,,10,1,1
31429,-/-,3,3,1,4.20628343031387e-07,4.20628343031387e-07,0.999999579371657,0.999999579371657,,10,1,1
