position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
44,b/b,43,43,1,6.15625491247667e-06,6.15625491247667e-06,0.999993843745087,0.999993843745087,,10,1,1
343,-/-,1,1,1,1.43168718894806e-07,1.43168718894806e-07,0.999999856831281,0.999999856831281,SP_0001,10,1,1
1703,b/b,671,671,1,9.6066210378415e-05,9.6066210378415e-05,0.999903933789622,0.999903933789622,,10,1,1
2889,b/b,247,247,1,3.53626735670171e-05,3.53626735670171e-05,0.999964637326433,0.999964637326433,SP_0003,10,1,1
3159,-/-,2483,2483,1,0.000355487929015804,0.000355487929015804,0.999644512070984,0.999644512070984,,10,1,1
3212,b/b,1768,1768,1,0.000253122295006017,0.000253122295006017,0.999746877704994,0.999746877704994,SP_0004,10,1,1
4314,+/+,1,1,1,1.43168718894806e-07,1.43168718894806e-07,0.999999856831281,0.999999856831281,,10,1,1
4315,b/b,1842,1842,1,0.000263716780204233,0.000263716780204233,0.999736283219796,0.999736283219796,,10,1,1
5103,+/+,1,1,1,1.43168718894806e-07,1.43168718894806e-07,0.999999856831281,0.999999856831281,SP_0006,10,1,1
5122,-/-,1,1,1,1.43168718894806e-07,1.43168718894806e-07,0.999999856831281,0.999999856831281,SP_0006,10,1,1
6075,b/b,3516,3516,1,0.000503381215634139,0.000503381215634139,0.999496618784366,0.999496618784366,SP_0006,10,1,1
6444,b/b,1230,1230,1,0.000176097524240612,0.000176097524240612,0.999823902475759,0.999823902475759,SP_0006,10,1,1
6467,b/b,22,22,1,3.14971181568574e-06,3.14971181568574e-06,0.999996850288184,0.999996850288184,SP_0006,10,1,1
6597,-/-,1,1,1,1.43168718894806e-07,1.43168718894806e-07,0.999999856831281,0.999999856831281,SP_0006,10,1,1
6924,+/+,1,1,1,1.43168718894806e-07,1.43168718894806e-07,0.999999856831281,0.999999856831281,SP_0006,10,1,1
6982,+/+,8,8,1,1.14534975115845e-06,1.14534975115845e-06,0.999998854650249,0.999998854650249,SP_0006,10,1,1
7167,b/b,8624,8624,1,0.00123468703174881,0.00123468703174881,0.998765312968251,0.998765312968251,SP_0006,10,1,1
8479,b/b,2,2,1,2.86337437789612e-07,2.86337437789612e-07,0.999999713662562,0.999999713662562,,10,1,1
8537,b/b,235,235,1,3.36446489402795e-05,3.36446489402795e-05,0.99996635535106,0.99996635535106,SP_0007,10,1,1
8612,b/b,4,4,1,5.72674875579225e-07,5.72674875579225e-07,0.999999427325124,0.999999427325124,SP_0007,10,1,1
9118,b/b,503,503,1,7.20138656040875e-05,7.20138656040875e-05,0.999927986134396,0.999927986134396,,10,1,1
9635,-/-,16,16,1,2.2906995023169e-06,2.2906995023169e-06,0.999997709300498,0.999997709300498,SP_0010,10,1,1
