position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
44,-/-,18,18,1,5.30489594741316e-06,5.30489594741316e-06,0.999994695104053,0.999994695104053,,10,1,1
1576,-/-,1,1,1,2.94716441522953e-07,2.94716441522953e-07,0.999999705283559,0.999999705283559,,10,1,1
1703,b/b,89,89,1,2.62297632955428e-05,2.62297632955428e-05,0.999973770236704,0.999973770236704,,10,1,1
2889,-/-,9,9,1,2.65244797370658e-06,2.65244797370658e-06,0.999997347552026,0.999997347552026,SP_0003,10,1,1
3159,-/-,2526,2526,1,0.000744453731286979,0.000744453731286979,0.999255546268713,0.999255546268713,,10,1,1
3211,+/+,1,1,1,2.94716441522953e-07,2.94716441522953e-07,0.999999705283559,0.999999705283559,SP_0004,10,1,1
3212,b/b,875,875,1,0.000257876886332584,0.000257876886332584,0.999742123113667,0.999742123113667,SP_0004,10,1,1
3213,+/+,1,1,1,2.94716441522953e-07,2.94716441522953e-07,0.999999705283559,0.999999705283559,SP_0004,10,1,1
4315,+/+,2,2,1,5.89432883045906e-07,5.89432883045906e-07,0.999999410567117,0.999999410567117,,10,1,1
6075,b/b,17,17,1,5.0101795058902e-06,5.0101795058902e-06,0.999994989820494,0.999994989820494,SP_0006,10,1,1
6444,b/b,966,966,1,0.000284696082511173,0.000284696082511173,0.999715303917489,0.999715303917489,SP_0006,10,1,1
6467,b/b,179,179,1,5.27542430326086e-05,5.27542430326086e-05,0.999947245756967,0.999947245756967,SP_0006,10,1,1
6982,+/+,19,19,1,5.59961238893611e-06,5.59961238893611e-06,0.999994400387611,0.999994400387611,SP_0006,10,1,1
7167,b/b,1122,1122,1,0.000330671847388753,0.000330671847388753,0.999669328152611,0.999669328152611,SP_0006,10,1,1
8147,-/-,1,1,1,2.94716441522953e-07,2.94716441522953e-07,0.999999705283559,0.999999705283559,,10,1,1
