position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1703,+/+,26,26,1,3.48014317309014e-06,3.48014317309014e-06,0.999996519856827,0.999996519856827,,10,1,1
2889,b/b,205,205,1,2.74395904032107e-05,2.74395904032107e-05,0.999972560409597,0.999972560409597,SP_0003,10,1,1
3158,-/-,1,1,1,1.33851660503467e-07,1.33851660503467e-07,0.999999866148339,0.999999866148339,,10,1,1
3159,-/-,3218,3218,1,0.000430734643500157,0.000430734643500157,0.9995692653565,0.9995692653565,,10,1,1
3212,b/b,1059,1059,1,0.000141748908473171,0.000141748908473171,0.999858251091527,0.999858251091527,SP_0004,10,1,1
4265,+/+,9,9,1,1.2046649445312e-06,1.2046649445312e-06,0.999998795335055,0.999998795335055,,10,1,1
4314,-/-,1,1,1,1.33851660503467e-07,1.33851660503467e-07,0.999999866148339,0.999999866148339,,10,1,1
4315,b/b,1853,1853,1,0.000248027126912924,0.000248027126912924,0.999751972873087,0.999751972873087,,10,1,1
6075,b/b,1230,1230,1,0.000164637542419264,0.000164637542419264,0.999835362457581,0.999835362457581,SP_0006,10,1,1
6444,b/b,2268,2268,1,0.000303575566021863,0.000303575566021863,0.999696424433978,0.999696424433978,SP_0006,10,1,1
6467,b/b,93,93,1,1.24482044268224e-05,1.24482044268224e-05,0.999987551795573,0.999987551795573,SP_0006,10,1,1
6982,+/+,59,59,1,7.89724796970455e-06,7.89724796970455e-06,0.99999210275203,0.99999210275203,SP_0006,10,1,1
7167,b/b,9255,9255,1,0.00123879711795959,0.00123879711795959,0.99876120288204,0.99876120288204,SP_0006,10,1,1
8026,b/b,2429,2429,1,0.000325125683362921,0.000325125683362921,0.999674874316637,0.999674874316637,SP_0006,10,1,1
8147,b/b,638,638,1,8.53973594012119e-05,8.53973594012119e-05,0.999914602640599,0.999914602640599,,10,1,1
8537,b/b,701,701,1,9.38300140129303e-05,9.38300140129303e-05,0.999906169985987,0.999906169985987,SP_0007,10,1,1
