position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1703,b/b,23,23,1,2.97682297403253e-06,2.97682297403253e-06,0.999997023177026,0.999997023177026,,10,1,1
1774,+/+,1,1,1,1.29427085827501e-07,1.29427085827501e-07,0.999999870572914,0.999999870572914,SP_0002,10,1,1
2889,b/b,804,804,1,0.000104059377005311,0.000104059377005311,0.999895940622995,0.999895940622995,SP_0003,10,1,1
2891,-/-,4,4,1,5.17708343310005e-07,5.17708343310005e-07,0.999999482291657,0.999999482291657,SP_0003,10,1,1
3159,-/-,721,721,1,9.33169288816283e-05,9.33169288816283e-05,0.999906683071118,0.999906683071118,,10,1,1
3212,b/b,124,124,1,1.60489586426101e-05,1.60489586426101e-05,0.999983951041357,0.999983951041357,SP_0004,10,1,1
4315,b/b,1081,1081,1,0.000139910679779529,0.000139910679779529,0.999860089320221,0.999860089320221,,10,1,1
6075,b/b,54,54,1,6.98906263468506e-06,6.98906263468506e-06,0.999993010937365,0.999993010937365,SP_0006,10,1,1
6444,+/+,14,14,1,1.81197920158502e-06,1.81197920158502e-06,0.999998188020798,0.999998188020798,SP_0006,10,1,1
6467,b/b,318,318,1,4.11578132931454e-05,4.11578132931454e-05,0.999958842186707,0.999958842186707,SP_0006,10,1,1
6982,b/b,129,129,1,1.66960940717476e-05,1.66960940717476e-05,0.999983303905928,0.999983303905928,SP_0006,10,1,1
7167,b/b,3945,3945,1,0.000510589853589492,0.000510589853589492,0.99948941014641,0.99948941014641,SP_0006,10,1,1
7168,+/+,1,1,1,1.29427085827501e-07,1.29427085827501e-07,0.999999870572914,0.999999870572914,SP_0006,10,1,1
8026,b/b,2169,2169,1,0.00028072734915985,0.00028072734915985,0.99971927265084,0.99971927265084,SP_0006,10,1,1
8147,b/b,885,885,1,0.000114542970957338,0.000114542970957338,0.999885457029043,0.999885457029043,,10,1,1
8375,+/+,1,1,1,1.29427085827501e-07,1.29427085827501e-07,0.999999870572914,0.999999870572914,,10,1,1
8510,+/+,1,1,1,1.29427085827501e-07,1.29427085827501e-07,0.999999870572914,0.999999870572914,,10,1,1
8537,b/b,1009,1009,1,0.000130591929599949,0.000130591929599949,0.9998694080704,0.9998694080704,SP_0007,10,1,1
9118,b/b,953,953,1,0.000123344012793609,0.000123344012793609,0.999876655987206,0.999876655987206,,10,1,1
10095,+/+,5,5,1,6.47135429137506e-07,6.47135429137506e-07,0.999999352864571,0.999999352864571,SP_0010,10,1,1
10122,+/+,1,1,1,1.29427085827501e-07,1.29427085827501e-07,0.999999870572914,0.999999870572914,SP_0010,10,1,1
12119,b/b,1341,1341,1,0.000173561722094679,0.000173561722094679,0.999826438277905,0.999826438277905,SP_0012,10,1,1
12248,b/b,7109,7109,1,0.000920097153147706,0.000920097153147706,0.999079902846852,0.999079902846852,SP_0012,10,1,1
12456,-/-,2,2,1,2.58854171655002e-07,2.58854171655002e-07,0.999999741145828,0.999999741145828,SP_0013,10,1,1
12644,-/-,8,8,1,1.03541668662001e-06,1.03541668662001e-06,0.999998964583313,0.999998964583313,SP_0013,10,1,1
12784,b/b,282,282,1,3.64984382033553e-05,3.64984382033553e-05,0.999963501561797,0.999963501561797,SP_0013,10,1,1
21333,b/b,1164,1164,1,0.000150653127903211,0.000150653127903211,0.999849346872097,0.999849346872097,SP_0017,10,1,1
21591,-/-,167,167,1,2.16143233331927e-05,2.16143233331927e-05,0.999978385676667,0.999978385676667,SP_0017,10,1,1
21703,-/-,3,3,1,3.88281257482503e-07,3.88281257482503e-07,0.999999611718743,0.999999611718743,SP_0017,10,1,1
24234,-/-,1706,1706,1,0.000220802608421717,0.000220802608421717,0.999779197391578,0.999779197391578,,10,1,1
