position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
1703,b/b,131,131,1,5.54338502786715e-05,5.54338502786715e-05,0.999944566149721,0.999944566149721,,10,1,1
1822,+/+,1,1,1,4.23159162432607e-07,4.23159162432607e-07,0.999999576840838,0.999999576840838,SP_0002,10,1,1
2889,b/b,76,76,1,3.21600963448781e-05,3.21600963448781e-05,0.999967839903655,0.999967839903655,SP_0003,10,1,1
3159,-/-,429,429,1,0.000181535280683588,0.000181535280683588,0.999818464719316,0.999818464719316,,10,1,1
4315,b/b,383,383,1,0.000162069959211688,0.000162069959211688,0.999837930040788,0.999837930040788,,10,1,1
6075,b/b,525,525,1,0.000222158560277118,0.000222158560277118,0.999777841439723,0.999777841439723,SP_0006,10,1,1
6444,b/b,879,879,1,0.000371956903778261,0.000371956903778261,0.999628043096222,0.999628043096222,SP_0006,10,1,1
6982,b/b,30,30,1,1.26947748729782e-05,1.26947748729782e-05,0.999987305225127,0.999987305225127,SP_0006,10,1,1
7167,b/b,2080,2080,1,0.000880171057859822,0.000880171057859822,0.99911982894214,0.99911982894214,SP_0006,10,1,1
7909,b/b,7,7,1,2.96211413702825e-06,2.96211413702825e-06,0.999997037885863,0.999997037885863,SP_0006,10,1,1
8026,b/b,3,3,1,1.26947748729782e-06,1.26947748729782e-06,0.999998730522513,0.999998730522513,SP_0006,10,1,1
8147,-/-,3,3,1,1.26947748729782e-06,1.26947748729782e-06,0.999998730522513,0.999998730522513,,10,1,1
8479,b/b,88,88,1,3.72380062940694e-05,3.72380062940694e-05,0.999962761993706,0.999962761993706,,10,1,1
9118,b/b,118,118,1,4.99327811670476e-05,4.99327811670476e-05,0.999950067218833,0.999950067218833,,10,1,1
12119,-/-,8,8,1,3.38527329946085e-06,3.38527329946085e-06,0.999996614726701,0.999996614726701,SP_0012,10,1,1
12248,b/b,6151,6151,1,0.00260285200812296,0.00260285200812296,0.997397147991877,0.997397147991877,SP_0012,10,1,1
12249,+/+,1,1,1,4.23159162432607e-07,4.23159162432607e-07,0.999999576840838,0.999999576840838,SP_0012,10,1,1
21333,+/+,428,428,1,0.000181112121521156,0.000181112121521156,0.999818887878479,0.999818887878479,SP_0017,10,1,1
21591,-/-,59,59,1,2.49663905835238e-05,2.49663905835238e-05,0.999975033609417,0.999975033609417,SP_0017,10,1,1
24156,b/b,536,536,1,0.000226813311063877,0.000226813311063877,0.999773186688936,0.999773186688936,,10,1,1
24234,-/-,93,93,1,3.93538021062324e-05,3.93538021062324e-05,0.999960646197894,0.999960646197894,,10,1,1
25343,b/b,2680,2680,1,0.00113406655531939,0.00113406655531939,0.998865933444681,0.998865933444681,SP_0021,10,1,1
25351,-/-,4,4,1,1.69263664973043e-06,1.69263664973043e-06,0.99999830736335,0.99999830736335,SP_0021,10,1,1
25663,-/-,1,1,1,4.23159162432607e-07,4.23159162432607e-07,0.999999576840838,0.999999576840838,SP_0022,10,1,1
25664,b/b,998,998,1,0.000422312844107741,0.000422312844107741,0.999577687155892,0.999577687155892,SP_0022,10,1,1
25761,b/b,929,929,1,0.000393114861899892,0.000393114861899892,0.9996068851381,0.9996068851381,SP_0022,10,1,1
25809,b/b,1039,1039,1,0.000439662369767478,0.000439662369767478,0.999560337630233,0.999560337630233,SP_0022,10,1,1
26938,+/+,3,3,1,1.26947748729782e-06,1.26947748729782e-06,0.999998730522513,0.999998730522513,SP_0023,10,1,1
27210,b/b,99,99,1,4.18927570808281e-05,4.18927570808281e-05,0.999958107242919,0.999958107242919,,10,1,1
27942,b/b,610,610,1,0.00025812708908389,0.00025812708908389,0.999741872910916,0.999741872910916,SP_0025,10,1,1
28173,b/b,36,36,1,1.52337298475738e-05,1.52337298475738e-05,0.999984766270152,0.999984766270152,SP_0026,10,1,1
