position,strand,count_1,count_2,ratio,mt_freq_t1,mt_freq_t2,pop_freq_t1,pop_freq_t2,gene,D,W,nW
655,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0001,10,1,1
1703,b/b,679,679,1,0.00013756498628706,0.00013756498628706,0.999862435013713,0.999862435013713,,10,1,1
1704,+/+,2,2,1,4.05198781405185e-07,4.05198781405185e-07,0.999999594801219,0.999999594801219,,10,1,1
1733,-/-,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0002,10,1,1
2737,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0002,10,1,1
2889,b/b,92,92,1,1.86391439446385e-05,1.86391439446385e-05,0.999981360856055,0.999981360856055,SP_0003,10,1,1
3159,-/-,1345,1345,1,0.000272496180494987,0.000272496180494987,0.999727503819505,0.999727503819505,,10,1,1
3212,b/b,35,35,1,7.09097867459073e-06,7.09097867459073e-06,0.999992909021325,0.999992909021325,SP_0004,10,1,1
4315,b/b,660,660,1,0.000133715597863711,0.000133715597863711,0.999866284402136,0.999866284402136,,10,1,1
6075,b/b,10,10,1,2.02599390702592e-06,2.02599390702592e-06,0.999997974006093,0.999997974006093,SP_0006,10,1,1
6444,b/b,1977,1977,1,0.000400538995419025,0.000400538995419025,0.999599461004581,0.999599461004581,SP_0006,10,1,1
6467,b/b,191,191,1,3.86964836241952e-05,3.86964836241952e-05,0.999961303516376,0.999961303516376,SP_0006,10,1,1
6982,+/+,5,5,1,1.01299695351296e-06,1.01299695351296e-06,0.999998987003046,0.999998987003046,SP_0006,10,1,1
7167,b/b,1777,1777,1,0.000360019117278507,0.000360019117278507,0.999639980882722,0.999639980882722,SP_0006,10,1,1
8026,b/b,7,7,1,1.41819573491815e-06,1.41819573491815e-06,0.999998581804265,0.999998581804265,SP_0006,10,1,1
8147,b/b,495,495,1,0.000100286698397783,0.000100286698397783,0.999899713301602,0.999899713301602,,10,1,1
8479,b/b,473,473,1,9.58295118023262e-05,9.58295118023262e-05,0.999904170488198,0.999904170488198,,10,1,1
8537,b/b,580,580,1,0.000117507646607504,0.000117507646607504,0.999882492353393,0.999882492353393,SP_0007,10,1,1
8612,b/b,1270,1270,1,0.000257301226192292,0.000257301226192292,0.999742698773808,0.999742698773808,SP_0007,10,1,1
9118,b/b,18,18,1,3.64678903264666e-06,3.64678903264666e-06,0.999996353210967,0.999996353210967,,10,1,1
9635,b/b,24,24,1,4.86238537686222e-06,4.86238537686222e-06,0.999995137614623,0.999995137614623,SP_0010,10,1,1
9819,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0010,10,1,1
12119,b/b,571,571,1,0.00011568425209118,0.00011568425209118,0.999884315747909,0.999884315747909,SP_0012,10,1,1
12247,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0012,10,1,1
12248,b/b,12033,12033,1,0.00243787846832429,0.00243787846832429,0.997562121531676,0.997562121531676,SP_0012,10,1,1
12784,b/b,15,15,1,3.03899086053889e-06,3.03899086053889e-06,0.999996961009139,0.999996961009139,SP_0013,10,1,1
21333,b/b,1033,1033,1,0.000209285170595778,0.000209285170595778,0.999790714829404,0.999790714829404,SP_0017,10,1,1
21591,-/-,85,85,1,1.72209482097204e-05,1.72209482097204e-05,0.99998277905179,0.99998277905179,SP_0017,10,1,1
22408,-/-,2,2,1,4.05198781405185e-07,4.05198781405185e-07,0.999999594801219,0.999999594801219,SP_0018,10,1,1
24156,+/+,4,4,1,8.1039756281037e-07,8.1039756281037e-07,0.999999189602437,0.999999189602437,,10,1,1
24234,-/-,6,6,1,1.21559634421555e-06,1.21559634421555e-06,0.999998784403656,0.999998784403656,,10,1,1
25151,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0021,10,1,1
25155,b/b,2257,2257,1,0.000457266824815751,0.000457266824815751,0.999542733175184,0.999542733175184,SP_0021,10,1,1
25343,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0021,10,1,1
25664,b/b,25,25,1,5.06498476756481e-06,5.06498476756481e-06,0.999994935015232,0.999994935015232,SP_0022,10,1,1
25809,b/b,35,35,1,7.09097867459073e-06,7.09097867459073e-06,0.999992909021325,0.999992909021325,SP_0022,10,1,1
26929,+/+,3,3,1,6.07798172107777e-07,6.07798172107777e-07,0.999999392201828,0.999999392201828,SP_0023,10,1,1
26938,b/b,499,499,1,0.000101097095960594,0.000101097095960594,0.999898902904039,0.999898902904039,SP_0023,10,1,1
27210,-/-,2,2,1,4.05198781405185e-07,4.05198781405185e-07,0.999999594801219,0.999999594801219,,10,1,1
27875,-/-,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,,10,1,1
27942,b/b,687,687,1,0.000139185781412681,0.000139185781412681,0.999860814218587,0.999860814218587,SP_0025,10,1,1
27943,+/+,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0025,10,1,1
28173,b/b,12,12,1,2.43119268843111e-06,2.43119268843111e-06,0.999997568807312,0.999997568807312,SP_0026,10,1,1
28368,+/+,3,3,1,6.07798172107777e-07,6.07798172107777e-07,0.999999392201828,0.999999392201828,SP_0026,10,1,1
28374,b/b,1360,1360,1,0.000275535171355526,0.000275535171355526,0.999724464828645,0.999724464828645,SP_0026,10,1,1
28807,b/b,2,2,1,4.05198781405185e-07,4.05198781405185e-07,0.999999594801219,0.999999594801219,,10,1,1
28839,b/b,4,4,1,8.1039756281037e-07,8.1039756281037e-07,0.999999189602437,0.999999189602437,,10,1,1
29909,b/b,60,60,1,1.21559634421555e-05,1.21559634421555e-05,0.999987844036558,0.999987844036558,,10,1,1
31185,-/-,1,1,1,2.02599390702592e-07,2.02599390702592e-07,0.999999797400609,0.999999797400609,SP_0031,10,1,1
